t,h,hd,alpha,ad,Fy,Mz,W_gust,delta
5.08200000e-02,-6.45525929e-03,1.17050895e-03,-8.70874232e-04,2.36275003e-04,164.048185,-8.268437,0.650799,0.000000
5.11000000e-02,-6.45493120e-03,1.17297623e-03,-8.70807359e-04,2.41364569e-04,164.040581,-8.267432,0.657940,0.000000
5.13800000e-02,-6.45460242e-03,1.17543076e-03,-8.70739079e-04,2.46329529e-04,164.032889,-8.266415,0.665120,0.000000
5.16600000e-02,-6.45427296e-03,1.17787896e-03,-8.70669425e-04,2.51202436e-04,164.025111,-8.265386,0.672338,0.000000
5.19400000e-02,-6.45394281e-03,1.18030687e-03,-8.70598392e-04,2.56203592e-04,164.017246,-8.264345,0.679594,0.000000
5.22200000e-02,-6.45361198e-03,1.18273663e-03,-8.70525939e-04,2.61340829e-04,164.009292,-8.263292,0.686888,0.000000
5.25000000e-02,-6.45328048e-03,1.18511446e-03,-8.70452041e-04,2.66481846e-04,164.001249,-8.262228,0.694220,0.000000
5.26400000e-02,-6.45311447e-03,1.18648436e-03,-8.70414529e-04,2.69394713e-04,163.993117,-8.261151,0.697901,0.000000
5.29200000e-02,-6.45278188e-03,1.18913674e-03,-8.70338293e-04,2.75130297e-04,163.984895,-8.260064,0.705290,0.000000
5.32000000e-02,-6.45244856e-03,1.19167252e-03,-8.70260467e-04,2.80743161e-04,163.976582,-8.258964,0.712717,0.000000
5.34800000e-02,-6.45211455e-03,1.19411472e-03,-8.70181079e-04,2.86355011e-04,163.968177,-8.257853,0.720182,0.000000
5.37600000e-02,-6.45177986e-03,1.19652057e-03,-8.70100081e-04,2.92245241e-04,163.959680,-8.256730,0.727686,0.000000
5.40400000e-02,-6.45144450e-03,1.19890627e-03,-8.70017405e-04,2.98318352e-04,163.951090,-8.255595,0.735227,0.000000
5.43200000e-02,-6.45110847e-03,1.20132083e-03,-8.69933017e-04,3.04458040e-04,163.942406,-8.254448,0.742806,0.000000
5.46000000e-02,-6.45077177e-03,1.20367235e-03,-8.69846858e-04,3.11138491e-04,163.933628,-8.253289,0.750424,0.000000
